ID,descr,bridgeId,bridgeName*,assetClass,route,routeNumber,state*,region,lga,latitude*,longitude*,location,assetOwner*,managingAuthority,structureType,yearBuilt,designLoad,designStandard,clearanceHeight,spanLength,material,spanCount,totalLength,deckWidth,numberOfLanes,condition,conditionRating,structuralAdequacyRating,postingStatus,conditionStandard,seismicZone,asBuiltDrawingReference,floodImmunityAriYears,floodImpacted,highPriorityAsset,remarks,status,lastInspectionDate,nhvrAssessed,nhvrAssessmentDate,loadRating,pbsApprovalClass,importanceLevel,averageDailyTraffic,heavyVehiclePercent,gazetteReference,nhvrReferenceUrl,freightRoute,overMassRoute,hmlApproved,bDoubleApproved,dataSource,sourceReferenceUrl,openDataReference,sourceRecordId,restriction_ID,geoJson
,,OSM-48384928,Bylong Valley Way,Road Bridge,,,NSW,Regional NSW,,-32.405709,150.373116,,Local Council (inferred),,Beam Bridge,,,,,,,,50,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48384928,OSM:way/48384928,48384928,,"{""type"":""LineString"",""coordinates"":[[150.373335,-32.405839],[150.372898,-32.405579]]}"
,,OSM-48384930,Bylong Valley Way,Road Bridge,,,NSW,Regional NSW,,-32.383312,150.465257,,Local Council (inferred),,Beam Bridge,,,,,,,,68,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48384930,OSM:way/48384930,48384930,,"{""type"":""LineString"",""coordinates"":[[150.465125,-32.3830296],[150.4653895,-32.3835944]]}"
,,OSM-48385346,Bylong Valley Way,Road Bridge,,,NSW,Regional NSW,,-32.346197,150.573272,,Local Council (inferred),,Beam Bridge,,,,4.8,,,,177,,2,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: load limit 39t, clearance 4.8m (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,39,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48385346,OSM:way/48385346,48385346,,"{""type"":""LineString"",""coordinates"":[[150.5741828,-32.3459919],[150.5723612,-32.3464029]]}"
,,B84;27,Merriwa Road,Road Bridge,,B84;27,NSW,Regional NSW,,-32.340378,150.578918,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,10,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48385666,OSM:way/48385666,48385666,,"{""type"":""LineString"",""coordinates"":[[150.5788684,-32.3403591],[150.5789673,-32.340396]]}"
,,OSM-48385953,Wybong Road,Road Bridge,,,NSW,Hunter,,-32.283118,150.648121,,Local Council (inferred),,Beam Bridge,,,,,,,,75,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48385953,OSM:way/48385953,48385953,,"{""type"":""LineString"",""coordinates"":[[150.6478698,-32.2833794],[150.6481093,-32.2831145],[150.6483835,-32.2828591]]}"
,,OSM-48386017,Wybong Road,Road Bridge,,,NSW,Hunter,,-32.264603,150.742616,,Local Council (inferred),,Beam Bridge,,,,,,,,36,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48386017,OSM:way/48386017,48386017,,"{""type"":""LineString"",""coordinates"":[[150.7427573,-32.2644969],[150.7424754,-32.2647096]]}"
,,OSM-48393359,Kayuga Road,Road Bridge,,,NSW,Hunter,,-32.256075,150.888531,,Local Council (inferred),,Beam Bridge,,,,,,,,86,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48393359,OSM:way/48393359,48393359,,"{""type"":""LineString"",""coordinates"":[[150.8881051,-32.2559306],[150.8889576,-32.2562195]]}"
,,OSM-48393362,Blairmore Lane,Road Bridge,,,NSW,Hunter,,-32.191484,150.864892,,Local Council (inferred),,Beam Bridge,,,,,,,,59,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48393362,OSM:way/48393362,48393362,,"{""type"":""LineString"",""coordinates"":[[150.8651098,-32.1912908],[150.8646741,-32.1916772]]}"
,,OSM-48394213,Dartbrook Road,Road Bridge,,,NSW,Hunter,,-32.145986,150.868604,,Local Council (inferred),,Beam Bridge,,,,,,,,33,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48394213,OSM:way/48394213,48394213,,"{""type"":""LineString"",""coordinates"":[[150.8687753,-32.1460108],[150.8684319,-32.1459608]]}"
,,OSM-48394218,Dartbrook Road,Road Bridge,,,NSW,Hunter,,-32.144082,150.854873,,Local Council (inferred),,Beam Bridge,,,,,,,,20,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48394218,OSM:way/48394218,48394218,,"{""type"":""LineString"",""coordinates"":[[150.8547859,-32.1440338],[150.8549599,-32.1441301]]}"
,,OSM-48437281,Moobi Road,Road Bridge,,,NSW,Hunter,,-32.046941,150.817609,,Local Council (inferred),,Beam Bridge,,,,,,,,60,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48437281,OSM:way/48437281,48437281,,"{""type"":""LineString"",""coordinates"":[[150.8178756,-32.0467949],[150.8173414,-32.0470865]]}"
,,A15,Mayne Street,Road Bridge,,A15,NSW,Regional NSW,,-31.764652,150.837263,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,47,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48441592,OSM:way/48441592,48441592,,"{""type"":""LineString"",""coordinates"":[[150.8375019,-31.7647042],[150.8370232,-31.7646007]]}"
,,A15,New England Highway,Road Bridge,,A15,NSW,Regional NSW,,-31.767278,150.850392,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,39,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48441593,OSM:way/48441593,48441593,,"{""type"":""LineString"",""coordinates"":[[150.8505931,-31.7673189],[150.8501905,-31.7672368]]}"
,,A15,New England Highway,Road Bridge,,A15,NSW,Regional NSW,,-31.772299,150.86915,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,55,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48441595,OSM:way/48441595,48441595,,"{""type"":""LineString"",""coordinates"":[[150.8694072,-31.772419],[150.8688921,-31.77218]]}"
,,OSM-48493366,High Street,Road Bridge,,,NSW,Regional NSW,,-31.734727,150.781875,,Local Council (inferred),,Beam Bridge,,,,,,,,33,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48493366,OSM:way/48493366,48493366,,"{""type"":""LineString"",""coordinates"":[[150.7820148,-31.7348144],[150.7817355,-31.7346389]]}"
,,OSM-48501034,Gowrie Road,Road Bridge,,,NSW,Regional NSW,,-31.33418,150.859637,,Local Council (inferred),,Beam Bridge,,,,,,,,21,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48501034,OSM:way/48501034,48501034,,"{""type"":""LineString"",""coordinates"":[[150.8597224,-31.3342371],[150.8595518,-31.3341236]]}"
,,OSM-48540304,Charles Street,Road Bridge,,,NSW,New England & North West,,-31.017474,151.067437,,Local Council (inferred),,Beam Bridge,,,,,,,,29,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48540304,OSM:way/48540304,48540304,,"{""type"":""LineString"",""coordinates"":[[151.0675563,-31.0175543],[151.0674378,-31.0174811],[151.0673178,-31.0173869]]}"
,,OSM-48570795,Kingsvale Road,Road Bridge,,,NSW,Regional NSW,,-34.366516,148.31983,,Local Council (inferred),,Beam Bridge,,,,,,,,28,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48570795,OSM:way/48570795,48570795,,"{""type"":""LineString"",""coordinates"":[[148.3199741,-34.3664782],[148.3196859,-34.3665528]]}"
,,12,Remembrance Driveway,Road Bridge,,12,NSW,Sydney Metropolitan,,-34.163256,150.636627,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,25,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48623450,OSM:way/48623450,48623450,,"{""type"":""LineString"",""coordinates"":[[150.6364959,-34.1632878],[150.6367581,-34.1632249]]}"
,,OSM-48630426,Rockvale Road,Road Bridge,,,NSW,New England & North West,,-30.482953,151.712049,,Local Council (inferred),,Beam Bridge,,,,,,,,41,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48630426,OSM:way/48630426,48630426,,"{""type"":""LineString"",""coordinates"":[[151.7122582,-30.4829131],[151.7120531,-30.4829566],[151.7118353,-30.4829885]]}"
,,OSM-48630435,Rockvale Road,Road Bridge,,,NSW,New England & North West,,-30.473387,151.768812,,Local Council (inferred),,Beam Bridge,,,,,,,,19,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48630435,OSM:way/48630435,48630435,,"{""type"":""LineString"",""coordinates"":[[151.7687137,-30.4733966],[151.7689095,-30.4733781]]}"
,,OSM-48630441,Brookside Road,Road Bridge,,,NSW,New England & North West,,-30.478638,151.805794,,Local Council (inferred),,Beam Bridge,,,,,,,,31,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48630441,OSM:way/48630441,48630441,,"{""type"":""LineString"",""coordinates"":[[151.8056551,-30.4787059],[151.8059327,-30.4785695]]}"
,,OSM-48633338,Donnelly Street,Road Bridge,,,NSW,New England & North West,,-30.504356,151.655149,,Local Council (inferred),,Beam Bridge,,,,,,,,44,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48633338,OSM:way/48633338,48633338,,"{""type"":""LineString"",""coordinates"":[[151.6549304,-30.5042942],[151.6553678,-30.5044171]]}"
,,OSM-48677744,Markham Street,Road Bridge,,,NSW,New England & North West,,-30.510667,151.659472,,Local Council (inferred),,Beam Bridge,,,,,,,,34,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48677744,OSM:way/48677744,48677744,,"{""type"":""LineString"",""coordinates"":[[151.6595261,-30.5105207],[151.6594177,-30.5108135]]}"
,,OSM-48677769,Niagara Street,Road Bridge,,,NSW,New England & North West,,-30.50497,151.651878,,Local Council (inferred),,Beam Bridge,,,,,,,,21,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48677769,OSM:way/48677769,48677769,,"{""type"":""LineString"",""coordinates"":[[151.6518435,-30.5050604],[151.6519122,-30.5048801]]}"
,,OSM-48739278,Widders Road,Road Bridge,,,NSW,New England & North West,,-30.467835,151.666507,,Local Council (inferred),,Beam Bridge,,,,,,,,11,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48739278,OSM:way/48739278,48739278,,"{""type"":""LineString"",""coordinates"":[[151.6665183,-30.467885],[151.6664958,-30.467785]]}"
,,OSM-48749601,NorthWest T-Way,Road Bridge,,,NSW,Sydney Metropolitan,,-33.808208,150.987186,,Local Council (inferred),,Beam Bridge,,,,,,,,56,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48749601,OSM:way/48749601,48749601,,"{""type"":""LineString"",""coordinates"":[[150.9872691,-33.8079676],[150.9871032,-33.8084479]]}"
,,OSM-48798222,Main South Line,Rail Bridge,,,NSW,Regional NSW,,-34.763516,147.867134,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,48,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48798222,OSM:way/48798222,48798222,,"{""type"":""LineString"",""coordinates"":[[147.8669288,-34.7636468],[147.8673399,-34.7633852]]}"
,,A41,Olympic Highway,Road Bridge,,A41,NSW,Regional NSW,,-34.649181,148.000661,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,33,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48834891,OSM:way/48834891,48834891,,"{""type"":""LineString"",""coordinates"":[[148.0005098,-34.6492589],[148.0006576,-34.6491777],[148.0008153,-34.6491079]]}"
,,OSM-48847541,Maldon Bridge Road,Road Bridge,,,NSW,Illawarra & Shoalhaven,,-34.202043,150.632243,,Local Council (inferred),,Beam Bridge,,,,,,,,138,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48847541,OSM:way/48847541,48847541,,"{""type"":""LineString"",""coordinates"":[[150.6321371,-34.2015054],[150.6322373,-34.2015689],[150.6323074,-34.2016424],[150.6323339,-34.2017259],[150.6323379,-34.2018168],[150.632285,-34.2024396],[150.6322474,-34.2024994],[150.6321944,-34.2025587],[150.6321058,-34.2026255]]}"
,,A41,Olympic Highway,Road Bridge,,A41,NSW,Regional NSW,,-34.630937,148.043327,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,11,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48854211,OSM:way/48854211,48854211,,"{""type"":""LineString"",""coordinates"":[[148.0432938,-34.6308936],[148.0433603,-34.63098]]}"
,,OSM-48854516,Rocky Gully Road,Road Bridge,,,NSW,New England & North West,,-30.817334,151.212835,,Local Council (inferred),,Beam Bridge,,,,,,,,9,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48854516,OSM:way/48854516,48854516,,"{""type"":""LineString"",""coordinates"":[[151.2128832,-30.8173331],[151.2127866,-30.8173354]]}"
,,OSM-48900154,Airlie Stock Route Road,Road Bridge,,,NSW,New England & North West,,-30.86218,151.174507,,Local Council (inferred),,Beam Bridge,,,,,,,,15,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48900154,OSM:way/48900154,48900154,,"{""type"":""LineString"",""coordinates"":[[151.1744393,-30.8622124],[151.1745739,-30.8621476]]}"
,,OSM-48951458,Lone Pine Place,Pedestrian Bridge,,,NSW,Sydney Metropolitan,,-33.784118,151.242886,,Local Council (inferred),,Beam Bridge,,,,,,,,16,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48951458,OSM:way/48951458,48951458,,"{""type"":""LineString"",""coordinates"":[[151.2427981,-33.7841282],[151.2429745,-33.7841086]]}"
,,OSM-48954765,Grasmere Circuit,Road Bridge,,,NSW,Sydney Metropolitan,,-34.048653,150.672755,,Local Council (inferred),,Beam Bridge,,,,,,,,9,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48954765,OSM:way/48954765,48954765,,"{""type"":""LineString"",""coordinates"":[[150.6727617,-34.0486121],[150.6727492,-34.0486944]]}"
,,A15;B56,New England Highway,Road Bridge,,A15;B56,NSW,New England & North West,,-31.024772,151.069051,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,42,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48955787,OSM:way/48955787,48955787,,"{""type"":""LineString"",""coordinates"":[[151.068976,-31.0249482],[151.0691261,-31.0245956]]}"
,,A15;B56,New England Highway,Road Bridge,,A15;B56,NSW,New England & North West,,-31.051292,151.050952,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,29,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48956951,OSM:way/48956951,48956951,,"{""type"":""LineString"",""coordinates"":[[151.0508552,-31.0513926],[151.0510495,-31.051192]]}"
,,23,Nundle Road,Road Bridge,,23,NSW,New England & North West,,-31.124867,150.991017,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,69,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48958161,OSM:way/48958161,48958161,,"{""type"":""LineString"",""coordinates"":[[150.9908209,-31.1246056],[150.9912138,-31.1251284]]}"
,,OSM-48959541,Church Street,Road Bridge,,,NSW,Central West & Orana,,-33.689114,149.562153,,Local Council (inferred),,Beam Bridge,,,,,,,,41,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48959541,OSM:way/48959541,48959541,,"{""type"":""LineString"",""coordinates"":[[149.5623724,-33.6891282],[149.561933,-33.689099]]}"
,,23,Nundle Road,Road Bridge,,23,NSW,Regional NSW,,-31.218364,151.118174,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,28,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48987744,OSM:way/48987744,48987744,,"{""type"":""LineString"",""coordinates"":[[151.1182922,-31.2182863],[151.118056,-31.2184422]]}"
,,OSM-48994005,Calala Lane,Road Bridge,,,NSW,New England & North West,,-31.124896,150.935323,,Local Council (inferred),,Beam Bridge,,,,,,,,40,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48994005,OSM:way/48994005,48994005,,"{""type"":""LineString"",""coordinates"":[[150.9351376,-31.1248123],[150.9355092,-31.1249803]]}"
